cardId,dbfId,name,cardSet,type,faction,rarity,cost,runeCost,attack,health,durability,spellSchool,text,flavor,artist,collectible,elite,race,img,imgGold,locale
REV_838,78525,Gigantotem,Murder at Castle Nathria,Minion,,Epic,10,,8,8,,,Costs (1) less for each Totem you've summoned this game.,"Totem Golem's uncle, gone too soon.",Luca Zontini,True,,Totem,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/054a3c54b8d3010ebf0efbda22ab8620fd65fd035d09838e15c03574c7be8a82.png,,enUS
REV_906,75881,Sire Denathrius,Murder at Castle Nathria,Minion,,Legendary,10,,10,10,,,<b><b>Lifesteal</b>.</b> <b>Battlecry:</b> Deal 5 damage amongst enemies. <b>Endlessly Infuse (@):</b> Deal 1 more.,"History has a way of altering villains so that we can no longer see ourselves in them. Unfortunately for the Venthyr, they all look like Sire Denathrius.",James Ryman,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0957fb164b8c2070fe675b780d13be5e78b4c63a1bee63569f262738672a164.png,,enUS
REV_375,79532,Stoneborn General,Murder at Castle Nathria,Minion,,Common,10,,8,8,,,[x]<b>Rush</b> \n__<b>Deathrattle:</b> Summon an \n___8/8 Gravewing with <b>Rush</b>._,Leads with an iron fist and a stony demeanor.,Evgeniy Dlinnov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbb817d9e9837088c20af2be92e5b6e330e0b91196c4bf6e1c5bd4db1bc10f30.png,,enUS
MAW_034,79782,The Jailer,Murder at Castle Nathria,Minion,,Legendary,10,,10,10,,,<b>Battlecry:</b> Destroy your deck. This minion\ngains <b>Immune</b>.,"At one point, The Jailer served as Arbiter over the souls of the Shadowlands. He was the epitome of an unbiased, righteous judge of character. WAS.",Alex Horley Orlandelli,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f30560843dc268096d9c8540b7df288a1066ee7c686535889705f418e1ff59aa.png,,enUS
NX2_004,86481,Ransack,March of the Lich King,Spell,,Common,0,,,,,,"Deal $1 damage to a minion. If you've played a card from another class this turn, deal $4 instead.","""Fred's a talking ghoul. He can do whatever he wants.""\n""I want to steal!""",L. Lullabi & K. Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a1520b97ebae36e62fc69c5899eda0685bbeb35338fc6672ad455f414697052.png,,enUS
RLK_567,86092,Shadow of Demise,March of the Lich King,Spell,,Legendary,0,,,,,Shadow,"Each time you cast a spell, transform this into a copy of it.","Each time you cast a spell, transform this into a copy of its flavor text.",Anton Zemskov,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/821fb368787a7d84f0082e8aaca46358ac16bd923fa6030c17928f496ca2f271.png,,enUS
RLK_823,84361,Undying Allies,March of the Lich King,Spell,,Common,0,,,,,Shadow,"After you play an Undead this turn,\ngive it <b>Reborn</b>.",Best friends FOREVER.,Konstantin Porubov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e76b4aa0b5e96ab1c46cd0eacb18628588be38a4dd1046c8e42c458d8ecfea3.png,,enUS
RLK_812,84132,Animate Dead,March of the Lich King,Spell,,Rare,1,,,,,Shadow,Resurrect a friendly minion that costs (3)\nor less.,In the old days they used to animate the dead one bone at a time... it's all done by computer now.,Studio Hive ,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff7bd120446fa190f21f280c589aec081aea2ed0f8925608a5a155834bb37426.png,,enUS
RLK_843,86274,Arcane Bolt,March of the Lich King,Spell,,Common,1,,,,,Arcane,Deal $2 damage. <b>Manathirst (8):</b> Deal $3 damage instead.,Just you wait until I have 8 mana!,Sergey Tsvelykh,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4464b4ba597aba8367c94f61065a24b1a6b0941e9adf4e5657b8720be2ba20a7.png,,enUS
RLK_548,85035,Arcane Wyrm,March of the Lich King,Minion,,Common,1,,1,2,,,<b>Battlecry:</b> Add an Arcane Bolt to your hand.,"Arcane Bolt on you, Arcane Bolt on your cow, Arcane Bolt on your whole family!",Daniil Kudriavtsev,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69f93f01a66d5d22c135c83df35edd3b1bd9819e4ab7675ab3a582395a5f8be5.png,,enUS
RLK_824,84370,Arms Dealer,March of the Lich King,Minion,,Common,1,,1,2,,,"After you summon an Undead, give it +1 Attack.",Need a hand?,Luca Zontini,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/67a2630a8208604829ffb4dc4729b40bffa8d237e63c9d40622e2f7326086d57.png,,enUS
RLK_957,85651,Banshee,March of the Lich King,Minion,,Rare,1,,2,1,,,<b>Deathrattle:</b> Give a random friendly Undead +2/+1.,:O,Alex Stone,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be23f8d85e5f5c2364ffb12122fe578ef694693a01459372a4cef7a4a5867fb4.png,,enUS
NX2_008,86504,Blazing Transmutation,March of the Lich King,Spell,,Common,1,,,,,Fire,[x]Choose a minion.\n<b>Discover</b> one that costs\n(1) more to transform\nit into.,Congratulations! Your minion evolved into a Fire type!,Anton Zemskov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/840e8d724b3d60b032323aca0093017def34cf2e62e539375bc4bdeb08cfd1aa.png,,enUS
NX2_025,86671,Calamity's Grasp,March of the Lich King,Weapon,,Rare,1,,1,,2,,<b>Deathrattle:</b> Add a random <b>Outcast</b> card to your hand.,Kel'Thuzad's personal fidget spinner.,Ishmael Hoover,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ba4eb4be9a0030977f496942cefaf7e7a0753a0566321077d000e66675c36f2.png,,enUS
NX2_009,86505,Cold Storage,March of the Lich King,Spell,,Rare,1,,,,,Frost,<b>Freeze</b> a minion. Add a copy of it to your hand.,Sapphiron's favorite treat always was popsicles.,Vladimir Kafanov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58da59919b6389720e602fd39d664f5e6253fc4897d5592aef5b0ce7be2b094f.png,,enUS
RLK_568,86112,Concoctor,March of the Lich King,Minion,,Common,1,,1,2,,,<b>Battlecry:</b> Add a random Concoction to your hand.,"""A dash of death, with a pinch of death, and a sprinkle of… death!""",A.J. Nazzaro,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e170da09a095cf3dc78a30e7d6c92ab7a70b58b235385632eb721ef509f6061.png,,enUS
RLK_814,84204,Crystalsmith Cultist,March of the Lich King,Minion,,Common,1,,1,2,,,"<b>Battlecry:</b> If you're\nholding a Shadow spell, gain +1/+1.","""I just think they're neat.""",A.J. Nazzaro,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9be9259cbc0cd99688073efff515ce90ac24eebb4a3c110889d5a9193bcd6b39.png,,enUS
RLK_538,84290,Devourer of Souls,March of the Lich King,Minion,,Legendary,1,,1,3,,,"After a friendly minion dies, gain its <b>Deathrattle</b>.",Winner of the Scourge's annual funnel cake devouring contest 12 years running.,James Ryman,True,True,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abeae60e759df9c651c4d271fab7aa2b9a73b7af22af063045220762fa41006f.png,,enUS
RLK_923,84749,Feast and Famine,March of the Lich King,Spell,,Common,1,,,,,,Give your hero +3 Attack\nthis turn. <b>Manathirst (4):</b> And <b>Lifesteal</b>.,"Please sir, may I have some armor?",Melvin Chan,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ba8ae8cfe7fd28497791f962a554e437b21ccaf2126539b70cd12c22fa5bea0.png,,enUS
RLK_207,84232,Fierce Outsider,March of the Lich King,Minion,,Common,1,,2,1,,,<b>Rush</b>\n<b>Outcast:</b> Your next <b>Outcast</b> card costs (1) less.,"Look, if you stopped breaking stuff you wouldn't have to stay outside.",Konstantin Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c543c0cf3dc445bbc71e48dd12f88b471b5c2229ff514ca5318e8dad92cc3538.png,,enUS
RLK_917,84391,Flight of the Bronze,March of the Lich King,Spell,,Rare,1,,,,,,[x]<b>Discover</b> a Dragon.\n<b>Manathirst (7):</b> Summon\na 5/5 Drake with <b>Taunt</b>.,You're telling me Hearthstone will make a 1 Mana 5/5 with Taunt? Maybe when bronze flies!,L. Lullabi & K. Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95ebbac61646776000dd110c1f04dfa859de033e00cb5a6c83955867e1dce70e.png,,enUS
RLK_833,85152,Foul Egg,March of the Lich King,Minion,,Common,1,,0,2,,,<b>Deathrattle:</b> Summon a 3/3 Undead Chicken.,Definitely expired.,Kleston Marques,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1046ec9f609578571a099a312bf4a0f7fb0b21efbfd9c5923a6e095d7fe9d95f.png,,enUS
RLK_573,86209,Ghostly Strike,March of the Lich King,Spell,,Common,1,,,,,,Deal $1 damage. <b>Combo:</b> Draw a card.,…What are their demands?,Konstantin Porubov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad8f3233d530946577f9e8b6407fc95a820c0084e1f6def7abfedd90b14ae879.png,,enUS
NX2_006,86487,Jolly Roger,March of the Lich King,Minion,,Common,1,,1,3,,,"After your hero\nattacks, summon a\n1/1 Undead Pirate.","That's a great pose, Roger. But this time try happier, and with your mouth open.",Matt Dixon,True,,Pirate,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33f04b46706931d02b182e06d96dc018f4db08287e8f8c1d52c382755b39253d.png,,enUS
RLK_601,84292,Last Stand,March of the Lich King,Spell,,Rare,1,,,,,,Draw a <b>Taunt</b> minion. <b>Manathirst (7):</b>\nDouble its stats.,"If you play two Last Stands in one game, you're a liar.",Mooncolony ,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/529296fc4752c035890dc91708b9e56bdfd8aa4a4e9e2aca38424580d5660fc4.png,,enUS
RLK_650,85041,Lingering Zombie,March of the Lich King,Minion,,Common,1,,1,1,,,"[x]<b>Deathrattle:</b> Summon a\n1/1 Disarmed Zombie with\n""<b>Deathrattle:</b> Summon\na 1/1 Zombie.""",1/1/1/1/1/1,Konstantin Porubov,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/902a29dff51237c68364412f977f93aafbd7f38ce393c298f5fd7fd28851a87b.png,,enUS
NX2_019,86621,Mind Sear,March of the Lich King,Spell,,Common,1,,,,,Shadow,"Deal $2 damage to a minion. If it dies,\ndeal $3 damage to the enemy hero.","Ride or die, or both.",Mooncolony ,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82684403abd6cd38ef459050ff2e47d98214b09c0da68c8561b79843bfcf8c67.png,,enUS
NX2_050,87317,Mistake,March of the Lich King,Minion,,Epic,1,,1,3,,,<i>This has all minion types</i>.,We like to think of it as a happy accident.,Matt Dixon,True,,All,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/718c75f7b639a9e0586986d2610254cba5985e9de749db750d3450490ea695ef.png,,enUS
RLK_818,84250,Ricochet Shot,March of the Lich King,Spell,,Common,1,,,,,Arcane,Deal $1 damage to\nthree random enemies.,"Simple geometry? Actually, I find it's quite complex.",Studio Hive ,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f039c40ba63a653f816c49be03d2799e625886f04bc36176f0008391e7acf94c.png,,enUS
RLK_921,84737,Sanguine Soldier,March of the Lich King,Minion,,Rare,1,,2,1,,,<b>Divine Shield</b>\n <b>Battlecry:</b> Deal 2 damage to your hero.,They just need someone to ouch for them.,Vika Yarova,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56558b027fd437042589fe3bdfc71daec0a2e370cb64cb46b3a89b604c5d59d4.png,,enUS
RLK_821,84274,Scourge Tamer,March of the Lich King,Minion,,Epic,1,,1,2,,,<b>Battlecry:</b> Craft a custom Zombeast.,He's a hunter AND a gatherer.,Tanamaes Leejierasaes,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47c90c0bc7b3afc35e74d669fc533da27fb268095ba3cdfd43bad712216ef885.png,,enUS
RLK_912,84229,Scourge Troll,March of the Lich King,Minion,,Epic,1,,1,3,,,<b>Deathrattles</b> given to this minion trigger twice.,This is where I'd put my Deathrattle - IF I HAD ONE!,Matt Dixon,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96805de0c0bc16a3eb4e8736f11f1cbc8bd4bf7dbc80c550de3f29dfd0429d86.png,,enUS
NX2_024,86669,Shambling Chow,March of the Lich King,Minion,,Common,1,,2,3,,,<b>Rush</b>\n<b>Deathrattle:</b> Deal 4 damage to your hero.,"And step, and shamble, and step, and flip the hair!",Matt Dixon,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/372f0c7bf6729f6f422be5d99a879f69bdb84ce8236a069aef8971c2a0939d17.png,,enUS
RLK_609,84301,Sunfury Champion,March of the Lich King,Minion,,Epic,1,,1,3,,,"[x]After you cast a Fire\nspell, deal 1 damage\nto all minions.",Champion of the Great Blood Elf Bake Off 12 years running.,Caroline Gariba,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cd8c1649ac7f1e3cab4ec0cd8ea6905724dbacfbde6b5d075cec825cf20a1fd.png,,enUS
NX2_029,86693,Training Session,March of the Lich King,Spell,,Rare,1,,,,,,"<b>Discover</b> a <b>Taunt</b> minion. If you play it this turn, repeat this.",Instructor Razuvious's training turns the Scourge's Death Knights into hardened killing machines. His merciless routines focus on breaking down his underlings until they build up a resistance to his strength.,Mauricio Herrera,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/55f72a650bce1b64a64b9aa55d1099f8b2bef67be7865d370dd71c8241e2e389.png,,enUS
NX2_014,86570,Trinket Tracker,March of the Lich King,Minion,,Common,1,,1,1,,,<b>Battlecry:</b> Draw a\n1-Cost spell.,Dashing through the snow\nOn an undead trinket craze\nOver the hills we go\nTracking all the way!,Eva Widermann,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/460972b9a94274458bf44b49d93a1b23147608590082ae7a03f6a4eb5a09525c.png,,enUS
RLK_209,84235,Unleash Fel,March of the Lich King,Spell,,Rare,1,,,,,Fel,Deal $1 damage\nto all enemies. <b>Manathirst_(6):</b> With\n<b>Lifesteal</b>.,Why'd you put it on a leash in the first place?,Juan Calle,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d46f594e6ec5bbe70094d955fc750be0867ae4c8f2a2d5b954898aeaa8e4e11.png,,enUS
RLK_655,85050,Wither,March of the Lich King,Spell,,Epic,1,,,,,Nature,[x]Choose a minion. Each\nfriendly Undead steals 1\nAttack and Health from it.,The opponent's minion can't live wither without you.,James Ryman,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/227449ad716056a72196567e2dd45d0efed7e1d826823e938b397dbfa0c939a3.png,,enUS
RLK_817,84237,Arcane Quiver,March of the Lich King,Spell,,Epic,2,,,,,Arcane,"[x]<b>Discover</b> a spell from\nyour deck. If it's Arcane,\ngive it <b>Spell Damage +1</b>.","""Quiver in fear!"" - The Lich King\n""Ok."" - Me",BOSi Studio,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0908ab6ba28d9528ee35f3a3fff4e3e7f4fb029dcec70211117921a5e623b446.png,,enUS
RLK_222,86626,Astalor Bloodsworn,March of the Lich King,Minion,,Legendary,2,,2,2,,,"<b>Battlecry:</b> Add Astalor, the Protector to your hand. <b>Manathirst (@):</b> Deal 2 damage.",I hear his third phase is even more intense.,BOSi Studio,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe770e004ce6632e50c8ccbe297adb3e17da7d38f74003b0aba45ea24fa68d19.png,,enUS
RLK_605,84296,Blazing Power,March of the Lich King,Spell,,Common,2,,,,,Fire,[x]Give a minion +1/+1.\nRepeat for each damaged\nfriendly character.,Apply heat directly to the damaged area.,Luca Zontini,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/763b21d8f367c37b522ad6496956a655785397102bf7a4ffd5e585c1d8784972.png,,enUS
RLK_924,84740,Blood Matriarch Liadrin,March of the Lich King,Minion,,Legendary,2,,3,2,,,"After you summon a minion with less Attack than this, give it <b>Divine Shield</b> and <b>Rush</b>.",All's fair in blood and war.,Angelina Chernyak,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d23e4662a01f50ee8966f87611332b9a4699ccd8ea2f2b7d7958b1b754c486d1.png,,enUS
RLK_123,80091,Bone Flinger,March of the Lich King,Minion,,Common,2,,2,3,,,"[x]<b>Battlecry:</b> If a friendly\nUndead died after your last\nturn, deal 2 damage.","It’s the scourge bringing, plague slinging, bone flinging basher!",Matt Dixon,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fdfbc032bff6ce0121ec21bbe5f861d3b3864e9fb39eaae402d827ba8209e7ca.png,,enUS
RLK_656,85051,Chitinous Plating,March of the Lich King,Spell,,Rare,2,,,,,,"Gain 4 Armor. At the start of your next turn, gain 4 more.","Durable, detachable and dishwasher safe.",Jason Kang,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91b3295aa0784c4bce0e91898b088b5cc10cbe938f0eaff0c45127b28e1c1a41.png,,enUS
RLK_804,84007,Conjured Arrow,March of the Lich King,Spell,,Rare,2,,,,,Arcane,Deal $2 damage\nto a minion.\n<b>Manathirst (6):</b> Draw\nthat many cards.,"We just call them ""cursors"".",Konstantin Porubov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f193affd724c8d6fdd058586885435c758ab78d2a167b93461b5e0f7611865e.png,,enUS
RLK_951,85604,Coroner,March of the Lich King,Minion,,Rare,2,,2,2,,,<b>Battlecry:</b> <b>Freeze</b>\nan enemy minion.\n<b>Manathirst (6):</b>\n<b>Silence</b> it first.,It was at this moment the Coroner decided to become a farmer instead.,Vladimir Kafanov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0b7045e5253bb67482e0f0fa8f36c82893a4d4fa3f2fd10d81e90f4cb7148ea.png,,enUS
RLK_909,84209,Deathweaver Aura,March of the Lich King,Spell,,Common,2,,,,,Shadow,"Give a minion ""<b>Deathrattle:</b> Summon two 3/2 Zombies."" <b>Overload:</b> (1)","Knitting is a harmless hobby. Weaving, though...",Tanamaes Leejierasaes,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be855e3054f2aec87e43583f40b447edafddcea67f7f007d5ea5cea5fe821678.png,,enUS
RLK_960,86417,Embers of Strength,March of the Lich King,Spell,,Rare,2,,,,,Fire,[x]Summon two 1/2\nGuards with <b>Taunt</b>.\n<b>Manathirst (6):</b> Give\nthem +1/+2.,"Remember, remember, the 1/2's of Ember.",Ursula Dorada,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f291855b218a5b69d740b32406e9fc0a542410c483e303f387a027aacdfa838f.png,,enUS
RLK_918,84395,For Quel'Thalas!,March of the Lich King,Spell,,Rare,2,,,,,Holy,[x]Give a friendly minion\n+3 Attack. Give your hero\n+2 Attack this turn.,For kwell-kell.. for kell… for kwee- for the city!,Caroline Gariba,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d382a1f206d59987187f464890e7d6b10ffdf6e310cfd620fc13fadc7bd5d479.png,,enUS
RLK_570,86109,Ghoulish Alchemist,March of the Lich King,Minion,,Rare,2,,3,2,,,<b>Battlecry</b>: Your next Concoction costs (0).,AND I THREW IT ON THE GROUND!,Mooncolony ,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f498e59961b1580f1bf1b4522f5f91bd8158283e0cb9e88a68d5931aafe47d84.png,,enUS
RLK_117,80084,Incorporeal Corporal,March of the Lich King,Minion,,Common,2,,5,5,,,"After this minion attacks,\ndestroy it.","You won't believe how long this was called ""Incorporal Corporeal""…",Dan Scott,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93647269ff8bb5c74f6432764686a4717b35913fd07a71a6556e5d72b3708395.png,,enUS
RLK_070,78607,Infected Peasant,March of the Lich King,Minion,,Common,2,,2,1,,,<b>Deathrattle:</b> Summon a 2/2 Undead Peasant.,The peasants are revolting!,Arthur Bozonnet,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bcff5cce819d689144e61c144c0193cb41f993132377ebf7f7c69046c0ceb12d.png,,enUS
RLK_543,84426,Magister's Apprentice,March of the Lich King,Minion,,Common,2,,3,2,,,Your Arcane spells\ncost (1) less.,"""If this is the work I'll be doing, maybe I don't want to be just like you someday...""",Vladimir Kafanov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34a5ac2e174f83f43fa570d52dc02ad34c4a9c80783ba032ea62e26d389a4538.png,,enUS
RLK_206,84230,Mark of Scorn,March of the Lich King,Spell,,Common,2,,,,,,"[x]Draw a card. If it's not a\nminion, deal $4 damage to\nthe lowest Health enemy.",Threat Level who? Mark of Scorn!,L. Lullabi & K. Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e8c6689266fcb4750e03ae3d1d40f58b73164131ed38337d3bbc7042cfaeac4.png,,enUS
RLK_845,90644,Mind Eater,March of the Lich King,Minion,,Common,2,,3,2,,,<b>Deathrattle:</b> Add a copy of a card in your opponent's deck to your hand.,"Watch out brain, she'll chew you up! She's a Mind Eater!",Ramzy Kamen,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79e6bb8ed83e784b242d3e9ca6a79631b13d4507943331d851b84bd0afeeb815.png,,enUS
RLK_116,80083,Necrotic Mortician,March of the Lich King,Minion,,Common,2,"{'blood': 0, 'frost': 0, 'unholy': 1}",2,3,,,"<b>Battlecry:</b> If a friendly Undead died after your\nlast turn, <b>Discover</b> an Unholy Rune card.","Her hair, just like her name, is full of 'tic's.",Konstantin Porubov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/25d5f27f50508f3f824ea950d97dc3bd16dd699cccd7ac6306785b8505829f88.png,,enUS
RLK_956,85649,Nerubian Flyer,March of the Lich King,Minion,,Common,2,,2,3,,,"[x]<b>Battlecry:</b> If a friendly\nUndead died after your\nlast turn, summon a\n2/2 Nerubian.",Undead Air Miles only cover Northrend and the surrounding coast.,Brian Despain,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13b48ca15faf1416aadf64844925cc598284749195b24c72f9a636725d04dc42.png,,enUS
NX2_016,86595,Nofin's Imp-ossible,March of the Lich King,Spell,,Rare,2,,,,,,"Give all friendly Demons and Murlocs ""<b>Deathrattle:</b> Summon a 2/2 Imploc.""",They have faces only a morrglr could love.,Jakub Kasper,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1acf66fffa5459aa1df777091fdaa519130a0dd428574465d019ed28490122f2.png,,enUS
RLK_569,86111,Potion Belt,March of the Lich King,Spell,,Rare,2,,,,,,[x]<b>Discover</b> 2 Concoctions.,Pick your poison.,Konstantin Porubov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a084932d6207a642530405f5ebc3897bbb5563fa86c19568e6676bf646118ea4.png,,enUS
RLK_572,86120,Potionmaster Putricide,March of the Lich King,Minion,,Legendary,2,,1,4,,,"After a minion dies, add a Concoction to your hand.","""Good news everyone! I'm a Rogue card now!""",Ivan Fomin,True,True,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/017f83d9aa9af308b5a471904e85855eec73626f29b4cf9c689ccb32a291304b.png,,enUS
RLK_547,85034,Prismatic Elemental,March of the Lich King,Minion,,Epic,2,,1,3,,,<b>Battlecry:</b> <b>Discover</b> a\nspell from any class.\nIt costs (1) less.,Disappointed they were rejected from the Magical Guardian tryouts.,Daniil Kudriavtsev,True,,Elemental,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e219105a5116fa75cf08156a4d2d0791792a17ccfa8e2c7c03a0467843affde1.png,,enUS
NX2_012,86510,Rake,March of the Lich King,Spell,,Rare,2,,,,,,[x]Give your hero +2 Attack\nthis turn. Deal damage\nequal to your hero's\nAttack to a minion.,"When you're done shredding through your enemies, use it on your leaves!",Todd Harris,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f37b538eaeabbed5ee3a8c2220d78d63e343757795ab671c6c1a790e7799bb2.png,,enUS
RLK_216,84383,Rotten Rodent,March of the Lich King,Minion,,Common,2,,2,1,,,<b>Battlecry:</b> Reduce the Cost of all <b>Deathrattle</b> cards in your deck by (1).,"It's dead, but it's not a mouse.",BOSi Studio,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46fae5e68da1646d461c6e6fa607a05f2ebda4a77864c11d665a00f0242150f1.png,,enUS
RLK_536,84288,Shallow Grave,March of the Lich King,Spell,,Epic,2,,,,,,"Trigger a friendly minion's <b>Deathrattle</b>, then destroy it.",Jumpscare!,Todd Harris,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e09889a4079eb5f57a52d63e45781230beda47178032fa877c748eb03e7da53.png,,enUS
RLK_826,84393,Silvermoon Farstrider,March of the Lich King,Minion,,Rare,2,,2,3,,,<b>Battlecry:</b> Give all\nArcane spells in your hand\n<b>Spell Damage +1</b>.,Surprisingly nearsighted.,Ursula Dorada,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fbffd35610a6efbe96d2864657bf4939f8639cb0604faa44bab2234a9630017.png,,enUS
NX2_044,87285,Suspicious Peddler,March of the Lich King,Minion,,Rare,2,,2,3,,,"[x]<b>Battlecry:</b> <b>Discover</b>\na 1-Cost card. If your\nopponent guesses your\n__choice, they get a copy.",The best snake oil this side of Azeroth.,Mike Sass,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b298c3d6076d55d44e8fbc128d2e1c6914ec357baee4adb9a3524eb7fef19504.png,,enUS
RLK_914,84243,Umbral Geist,March of the Lich King,Minion,,Common,2,,3,1,,,[x]<b>Deathrattle:</b> Add a random\nShadow spell to your hand.,"“After all, one can't leave his shadow lying about and not miss it sooner or later, don't you agree?”",Anton Zemskov,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72fbb7945aecfc02ac7eae2e9a500cfcd594973b8acafd9c76d4ed703731589f.png,,enUS
RLK_051,78345,Vampiric Blood,March of the Lich King,Spell,,Rare,2,"{'blood': 3, 'frost': 0, 'unholy': 0}",,,,,[x]Give your hero +5 Health.\nSpend 3 <b>Corpses</b> to gain\n5 more and draw a card.,"BLEH, BLEH BLEH!",Vlad Botos,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/497cb9f02aeb77cccc6db902d727f96c8d7e6c3d79aa9894a8d5683b40080d38.png,,enUS
RLK_546,84752,Vast Wisdom,March of the Lich King,Spell,,Rare,2,,,,,,<b>Discover</b> two spells that cost (3) or less. Swap their Costs.,My wisdom is SO vast that I can count up to THREE!,BOSi Studio,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef612e3e91cc2092a14df2d25387fc202b3d8a12d5a89ff340b616c03a8f1a72.png,,enUS
RLK_867,90850,Vrykul Necrolyte,March of the Lich King,Minion,,Common,2,,2,2,,,"[x]<b>Battlecry:</b> Give a friendly\nminion ""<b>Deathrattle:</b>\n Summon a 2/2 Zombie\nwith <b>Rush</b>.""","If at first you don't succeed, vry, vry again.",Melvin Chan,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c375aff2623ab4cc4a78dd3ac066f1d614c4f20fcc8b3b4136cecb69ecf5bf1.png,,enUS
